Nummer;Navn;Antall;
2507;Todnem;259;
2508;Søbstad;259;
2509;Presthus;259;
2510;Levang;259;
2511;Langaas;259;
2512;Kaya;259;
2513;Indergård;259;
2514;Idsø;259;
2515;Hordvik;259;
2516;Hella;259;
2517;Heimstad;259;
2518;Gjønnes;259;
2519;Ernstsen;259;
2520;Ekelund;259;
2521;Doan;259;
2522;Tjøsvoll;258;
2523;Nordlund;258;
2524;Myrene;258;
2525;Melgård;258;
2526;Løvlie;258;
2527;Lehne;258;
2528;Hellstrøm;258;
2529;Frøystad;258;
2530;Fimreite;258;
2531;Devik;258;
2532;Brattås;258;
2533;Aanerud;258;
2534;Wojcik;257;
2535;Valland;257;
2536;Tungland;257;
2537;Stokkan;257;
2538;Ranum;257;
2539;Nesland;257;
2540;Kjølberg;257;
2541;Husum;257;
2542;Hegre;257;
2543;Emblem;257;
2544;Digre;257;
2545;Belsvik;257;
2546;Skjevik;256;
2547;Røgeberg;256;
2548;Onstad;256;
2549;Lindanger;256;
2550;Fadnes;256;
2551;Brunborg;256;
2552;Ballestad;256;
2553;Ånensen;255;
2554;Yilmaz;255;
2555;Svenkerud;255;
2556;Skarstad;255;
2557;Rørtveit;255;
2558;Ravnås;255;
2559;Paus;255;
2560;Lundquist;255;
2561;Kowalski;255;
2562;Klev;255;
2563;Hilde;255;
2564;Hagberg;255;
2565;Grebstad;255;
2566;Folland;255;
2567;Stavnes;254;
2568;Nyseth;254;
2569;Hannisdal;254;
2570;Fagerhaug;254;
2571;Evju;254;
2572;Buan;254;
2573;Bringedal;254;
2574;Alsvik;254;
2575;Øvstebø;253;
2576;Zimmermann;253;
2577;Westberg;253;
2578;Sønsterud;253;
2579;Skretteberg;253;
2580;Skjervold;253;
2581;Sellæg;253;
2582;Raa;253;
2583;Oliversen;253;
2584;Lillemo;253;
2585;Djønne;253;
2586;Buene;253;
2587;Yang;252;
2588;Træet;252;
2589;Scheie;252;
2590;Rørstad;252;
2591;Lindås;252;
2592;Langedal;252;
2593;Justad;252;
2594;Høgås;252;
2595;Ekeli;252;
2596;Brekka;252;
2597;Bergseng;252;
2598;Aurstad;252;
2599;Åkre;251;
2600;Rue;251;
2601;Rossebø;251;
2602;Rimstad;251;
2603;Midtskogen;251;
2604;Merkesdal;251;
2605;Krogsæter;251;
2606;Hustveit;251;
2607;Hartveit;251;
2608;Dyrhaug;251;
2609;Cappelen;251;
2610;Bjørnø;251;
2611;Vonheim;250;
2612;Trana;250;
2613;Thrane;250;
2614;Stordahl;250;
2615;Stokstad;250;
2616;Lokøy;250;
2617;Kaupang;250;
2618;Høiberg;250;
2619;Hjorth;250;
2620;Hernæs;250;
2621;Hageland;250;
2622;Glad;250;
2623;Ås;249;
2624;Tokle;249;
2625;Smistad;249;
2626;Slåtten;249;
2627;Skogvold;249;
2628;Skjelvik;249;
2629;Seppola;249;
2630;Sagstuen;249;
2631;Orre;249;
2632;Ohnstad;249;
2633;Mossige;249;
2634;Mikaelsen;249;
2635;Medhus;249;
2636;Lynum;249;
2637;Leirvåg;249;
2638;Kvandal;249;
2639;Heim;249;
2640;Haukenes;249;
2641;Barka;249;
2642;Bakkehaug;249;
2643;Wright;248;
2644;Vetrhus;248;
2645;Uthus;248;
2646;Sætren;248;
2647;Parveen;248;
2648;Nordtømme;248;
2649;Njærheim;248;
2650;Løkkeberg;248;
2651;Leiknes;248;
2652;Hodneland;248;
2653;Gunnerød;248;
2654;Flatøy;248;
2655;Wollan;247;
2656;Thoen;247;
2657;Svanberg;247;
2658;Oterhals;247;
2659;Korsvik;247;
2660;Høglund;247;
2661;Horntvedt;247;
2662;Hjelm;247;
2663;Hinna;247;
2664;Haukedal;247;
2665;Gjøsund;247;
2666;Furuheim;247;
2667;Ekstrøm;247;
2668;Bengtsson;247;
2669;Wisløff;246;
2670;Wibe;246;
2671;Wahlstrøm;246;
2672;Sværen;246;
2673;Soltveit;246;
2674;Olesen;246;
2675;Nedregård;246;
2676;Lopez;246;
2677;Kvinnesland;246;
2678;Josdal;246;
2679;Haddal;246;
2680;Grønvik;246;
2681;Elvenes;246;
2682;Østerud;245;
2683;Wagner;245;
2684;Todal;245;
2685;Søderholm;245;
2686;Sylta;245;
2687;Skinnes;245;
2688;Oppegaard;245;
2689;Morland;245;
2690;Midthun;245;
2691;Løtveit;245;
2692;Løchen;245;
2693;Hustoft;245;
2694;Hammeren;245;
2695;Eriksrud;245;
2696;Askildsen;245;
2697;Walseth;244;
2698;Vestøl;244;
2699;Ulvik;244;
2700;Tessem;244;
2701;Pilskog;244;
2702;Miljeteig;244;
2703;Liverød;244;
2704;Lilleland;244;
2705;Lidal;244;
2706;Lehn;244;
2707;Herheim;244;
2708;Bjørkmo;244;
2709;Ånestad;243;
2710;Valla;243;
2711;Skotte;243;
2712;Omer;243;
2713;Mellemstrand;243;
2714;Krogsrud;243;
2715;Isdahl;243;
2716;Høydahl;243;
2717;Celius;243;
2718;Aam;243;
2719;Aa;243;
2720;Øvstedal;242;
2721;Tesdal;242;
2722;Sneve;242;
2723;Skjærstad;242;
2724;Raza;242;
2725;Mazur;242;
2726;Hervik;242;
2727;Aabel;242;
2728;Størdal;241;
2729;Skålevik;241;
2730;Skram;241;
2731;Refsland;241;
2732;Kind;241;
2733;Grøtan;241;
2734;Grønhaug;241;
2735;Fagerås;241;
2736;Elnes;241;
2737;Dragland;241;
2738;Bratvold;241;
2739;Westerlund;240;
2740;Skavhaug;240;
2741;Sevaldsen;240;
2742;Remmen;240;
2743;Rahman;240;
2744;Olsrud;240;
2745;Nessa;240;
2746;Marvik;240;
2747;Hokstad;240;
2748;Hilleren;240;
2749;Brænden;240;
2750;Wisth;239;
2751;Viddal;239;
2752;Utgård;239;
2753;Sjåvik;239;
2754;Mongstad;239;
2755;Kjelstad;239;
2756;Havik;239;
2757;Hannestad;239;
2758;Guldberg;239;
2759;Grøndal;239;
2760;Folkedal;239;
2761;Emanuelsen;239;
2762;Arctander;239;
2763;Øiestad;238;
2764;Ytterstad;238;
2765;Weum;238;
2766;Skevik;238;
2767;Ophus;238;
2768;Løset;238;
2769;Leivestad;238;
2770;Leidland;238;
2771;Kvia;238;
2772;Kleppa;238;
2773;Kim;238;
2774;Grønlie;238;
2775;Garshol;238;
2776;Fyhn;238;
2777;Frøysa;238;
2778;Fidjeland;238;
2779;Fagereng;238;
2780;Ensrud;238;
2781;Asghar;238;
2782;Almaas;238;
2783;Thorgersen;237;
2784;Suhr;237;
2785;Stokken;237;
2786;Slettum;237;
2787;Selstad;237;
2788;Sellevold;237;
2789;Nordrum;237;
2790;Munthe;237;
2791;Grannes;237;
2792;Einvik;237;
2793;Dybwad;237;
2794;Bergtun;237;
2795;Wickstrøm;236;
2796;Uthaug;236;
2797;Takvam;236;
2798;Skjolden;236;
2799;Røyrvik;236;
2800;Røyland;236;
2801;Ross;236;
2802;Oksnes;236;
2803;Nome;236;
2804;Mørkved;236;
2805;Melvold;236;
2806;Malmedal;236;
2807;Kjørstad;236;
2808;Hollund;236;
2809;Hammerø;236;
2810;Eggan;236;
2811;Bærheim;236;
2812;Berhane;236;
2813;Bakkejord;236;
2814;Angvik;236;
2815;Vestnes;235;
2816;Solevåg;235;
2817;Skjønberg;235;
2818;Oskarsen;235;
2819;Nærø;235;
2820;Mehlum;235;
2821;Mehl;235;
2822;Koren;235;
2823;Iden;235;
2824;Helliesen;235;
2825;Grønnestad;235;
2826;Gangstad;235;
2827;Fossnes;235;
2828;Brandvik;235;
2829;Aarflot;235;
2830;Westerheim;234;
2831;Tverberg;234;
2832;Tjelle;234;
2833;Størkersen;234;
2834;Staven;234;
2835;Skogsrud;234;
2836;Skagestad;234;
2837;Selle;234;
2838;Schanche;234;
2839;Rongved;234;
2840;Nerli;234;
2841;Løvoll;234;
2842;Laursen;234;
2843;Langset;234;
2844;Hol;234;
2845;Englund;234;
2846;Bones;234;
2847;Sætra;233;
2848;Storeide;233;
2849;Robberstad;233;
2850;Neumann;233;
2851;Maudal;233;
2852;Juell;233;
2853;Holmstrøm;233;
2854;Halsen;233;
2855;Figenschau;233;
2856;Bodin;233;
2857;Aanstad;233;
2858;Yildirim;232;
2859;Systad;232;
2860;Sviland;232;
2861;Sundstrøm;232;
2862;Sjøvoll;232;
2863;Røhne;232;
2864;Nuur;232;
2865;Joa;232;
2866;Hornnes;232;
2867;Herigstad;232;
2868;Eskedal;232;
2869;Emberland;232;
2870;Eldevik;232;
2871;Brevig;232;
2872;Wille;231;
2873;Wetteland;231;
2874;Warholm;231;
2875;Tokerud;231;
2876;Skårdal;231;
2877;Myrdal;231;
2878;Mjølhus;231;
2879;Lyshaug;231;
2880;Langholm;231;
2881;Kleiveland;231;
2882;Hylland;231;
2883;Gunnestad;231;
2884;Grimsmo;231;
2885;Ferstad;231;
2886;Evje;231;
2887;Andvik;231;
2888;Alnæs;231;
2889;Aandal;231;
2890;Vikanes;230;
2891;Vassdal;230;
2892;Thorshaug;230;
2893;Sommervold;230;
2894;Pihl;230;
2895;Nygren;230;
2896;Mæle;230;
2897;Moltu;230;
2898;Lenes;230;
2899;Lade;230;
2900;Klakegg;230;
2901;Fossmark;230;
2902;Evanger;230;
2903;Wolff;229;
2904;Welle;229;
2905;Våga;229;
2906;Volle;229;
2907;Throndsen;229;
2908;Sæverud;229;
2909;Størksen;229;
2910;Rikstad;229;
2911;Rikardsen;229;
2912;Laastad;229;
2913;Kommedal;229;
2914;Gleditsch;229;
2915;Flesland;229;
2916;Woldseth;228;
2917;Winger;228;
2918;Weberg;228;
2919;Valde;228;
2920;Ursin;228;
2921;Starheim;228;
2922;Opseth;228;
2923;Nodeland;228;
2924;Låstad;228;
2925;Kyvik;228;
2926;Gården;228;
2927;Grøterud;228;
2928;Gravem;228;
2929;Granmo;228;
2930;Fagervold;228;
2931;Eltvik;228;
2932;Chan;228;
2933;Broch;228;
2934;Østreng;227;
2935;Øiseth;227;
2936;Valø;227;
2937;Ulset;227;
2938;Tøsse;227;
2939;Thorsø;227;
2940;Skjølberg;227;
2941;Ottem;227;
2942;Ophaug;227;
2943;Næs;227;
2944;Myklebost;227;
2945;Moradi;227;
2946;Hestenes;227;
2947;Gunnarsson;227;
2948;Grøndalen;227;
2949;Førsund;227;
2950;Veiby;226;
2951;Undrum;226;
2952;Tyldum;226;
2953;Teig;226;
2954;Tang;226;
2955;Strandberg;226;
2956;Saleem;226;
2957;Risøy;226;
2958;Refseth;226;
2959;Nekstad;226;
2960;Løge;226;
2961;Lundgård;226;
2962;Kildahl;226;
2963;Hojem;226;
2964;Gunnarsen;226;
2965;Eeg;226;
2966;Sælen;225;
2967;Sundgot;225;
2968;Skille;225;
2969;Schjerven;225;
2970;Sandvær;225;
2971;Sandland;225;
2972;Oland;225;
2973;Obrestad;225;
2974;Norderhaug;225;
2975;Mandelid;225;
2976;Lindqvist;225;
2977;Lilleberg;225;
2978;Hellesø;225;
2979;Hamid;225;
2980;Dahlgren;225;
2981;Bjørnøy;225;
2982;Aabø;225;
2983;Vegsund;224;
2984;Tønsberg;224;
2985;Skøien;224;
2986;Schie;224;
2987;Salbu;224;
2988;Ræstad;224;
2989;Olsnes;224;
2990;Molteberg;224;
2991;Lundeby;224;
2992;Liberg;224;
2993;Hvattum;224;
2994;Gjermundsen;224;
2995;Gjengstø;224;
2996;Gillebo;224;
2997;Estensen;224;
2998;Edvartsen;224;
2999;Dyrkorn;224;
3000;Brastad;224;
3001;Bonsaksen;224;
3002;Amble;224;
3003;Aalvik;224;
3004;Stavenes;223;
3005;Skogvoll;223;
3006;Sjøthun;223;
3007;Seldal;223;
3008;Schanke;223;
3009;Røv;223;
3010;Røisland;223;
3011;Rykkje;223;
3012;Rodal;223;
3013;Narvestad;223;
3014;Muggerud;223;
3015;Kvien;223;
3016;Georgsen;223;
3017;Frøshaug;223;
3018;Fosen;223;
3019;Finnesand;223;
3020;Evertsen;223;
3021;Djuve;223;
3022;Bugten;223;
3023;Brudvik;223;
3024;Aaseth;223;
3025;Zielinski;222;
3026;Steindal;222;
3027;Silva;222;
3028;Seeberg;222;
3029;Rezai;222;
3030;Orvik;222;
3031;Noreng;222;
3032;Moa;222;
3033;Malde;222;
3034;Lindgaard;222;
3035;Lerøy;222;
3036;Kvame;222;
3037;Herdlevær;222;
3038;Hatteland;222;
3039;Evenrud;222;
3040;Abraha;222;
3041;Vaksdal;221;
3042;Underhaug;221;
3043;Ulland;221;
3044;Toresen;221;
3045;Stephansen;221;
3046;Sekkingstad;221;
3047;Paasche;221;
3048;Lundh;221;
3049;Lockert;221;
3050;Laland;221;
3051;Kvaløy;221;
3052;Kleiv;221;
3053;Kapstad;221;
3054;Jensrud;221;
3055;Fagerbakke;221;
3056;Børsheim;221;
3057;Baustad;221;
3058;Alver;221;
3059;Walde;220;
3060;Unhjem;220;
3061;Skailand;220;
3062;Rekkedal;220;
3063;Opgård;220;
3064;Magerøy;220;
3065;Lauten;220;
3066;Langørgen;220;
3067;Helvik;220;
3068;Føreland;220;
3069;Åmodt;219;
3070;Wie;219;
3071;Vikane;219;
3072;Vanvik;219;
3073;Syed;219;
3074;Strømsvåg;219;
3075;Stormark;219;
3076;Sjaastad;219;
3077;Rakvåg;219;
3078;Nissen;219;
3079;Nagy;219;
3080;Myreng;219;
3081;Mostue;219;
3082;Lødemel;219;
3083;Ljosland;219;
3084;Kvello;219;
3085;Klein;219;
3086;Isdal;219;
3087;Hestetun;219;
3088;Dalseth;219;
3089;Buvarp;219;
3090;Bay;219;
3091;Åsebø;218;
3092;Xu;218;
3093;Thuen;218;
3094;Taylor;218;
3095;Stenstad;218;
3096;Oppegård;218;
3097;Molden;218;
3098;Melberg;218;
3099;Lundekvam;218;
3100;Håpnes;218;
3101;Heskestad;218;
3102;Gloppen;218;
3103;Gilde;218;
3104;Drageset;218;
3105;Wøien;217;
3106;Wisniewski;217;
3107;Skaare;217;
3108;Omdahl;217;
3109;Nazari;217;
3110;Kolle;217;
3111;Jordan;217;
3112;Heistad;217;
3113;Hagos;217;
3114;Gjersvik;217;
3115;Gjerdingen;217;
3116;Flatmo;217;
3117;Fjær;217;
3118;Engenes;217;
3119;Brække;217;
3120;Andorsen;217;
3121;Østlund;216;
3122;Ørbeck;216;
3123;Yri;216;
3124;Svee;216;
3125;Rognan;216;
3126;Lilleeng;216;
3127;Leirdal;216;
3128;Karlstrøm;216;
3129;Jåsund;216;
3130;Jeppesen;216;
3131;Hop;216;
3132;Holmøy;216;
3133;Gjervik;216;
3134;Gjeruldsen;216;
3135;Frivold;216;
3136;Derås;216;
3137;Bakkan;216;
3138;Arnevik;216;
3139;Aae;216;
3140;Walberg;215;
3141;Tenold;215;
3142;Sæland;215;
3143;Skårland;215;
3144;Samnøy;215;
3145;Nøttveit;215;
3146;Naalsund;215;
3147;Lehmann;215;
3148;Hauglid;215;
3149;Hasselberg;215;
3150;Gonzalez;215;
3151;Gjedrem;215;
3152;Gimse;215;
3153;Fykse;215;
3154;Allum;215;
3155;Ølberg;214;
3156;Wist;214;
3157;Weber;214;
3158;Ullestad;214;
3159;Sætermo;214;
3160;Svanevik;214;
3161;Rossland;214;
3162;Ramfjord;214;
3163;Oshaug;214;
3164;Loen;214;
3165;Kvistad;214;
3166;Kofoed;214;
3167;Kara;214;
3168;Jordalen;214;
3169;Harsvik;214;
3170;Gussiås;214;
3171;Farooq;214;
3172;Fagertun;214;
3173;Einan;214;
3174;Brækken;214;
3175;Bjørkheim;214;
3176;Birkeli;214;
3177;Bergsvik;214;
3178;Pladsen;213;
3179;Nyvold;213;
3180;Natås;213;
3181;Mørland;213;
3182;Mohamoud;213;
3183;Mjånes;213;
3184;Javed;213;
3185;Indahl;213;
3186;Husabø;213;
3187;Harkestad;213;
3188;Gjestad;213;
3189;Engstad;213;
3190;Bakketun;213;
3191;Arif;213;
3192;Amdam;213;
3193;Amdahl;213;
3194;Aarsand;213;
3195;Øksendal;212;
3196;Vadseth;212;
3197;Sjøstrøm;212;
3198;Nereng;212;
3199;Nelson;212;
3200;Mæhre;212;
3201;Jafari;212;
3202;Innvær;212;
3203;Hovd;212;
3204;Hoftun;212;
3205;Hevrøy;212;
3206;Heggestad;212;
3207;Hasund;212;
3208;Haarstad;212;
3209;Gulli;212;
3210;Foldnes;212;
3211;Ekker;212;
3212;Eidsvåg;212;
3213;Barmen;212;
3214;Bakkeli;212;
3215;Ulvin;211;
3216;Tverå;211;
3217;Stokkenes;211;
3218;Skurdal;211;
3219;Skarsvåg;211;
3220;Sandhåland;211;
3221;Rudolfsen;211;
3222;Rokne;211;
3223;Resell;211;
3224;Mohamad;211;
3225;Kvinlaug;211;
3226;Kvaale;211;
3227;Klungtveit;211;
3228;Kjærland;211;
3229;Flataker;211;
3230;Finnøy;211;
3231;Dinh;211;
3232;Brubakken;211;
3233;Benonisen;211;
3234;Østenstad;210;
3235;Wong;210;
3236;Wennevold;210;
3237;Vaa;210;
3238;Tjørhom;210;
3239;Sveberg;210;
3240;Somby;210;
3241;Skuland;210;
3242;Rohde;210;
3243;Overvik;210;
3244;Nystrand;210;
3245;Nordskag;210;
3246;Nawaz;210;
3247;Lauvrak;210;
3248;Kjelsberg;210;
3249;Grønlien;210;
3250;Fonnes;210;
3251;Fløysvik;210;
3252;Enes;210;
3253;Egenes;210;
3254;Braastad;210;
3255;Borsheim;210;
3256;Vevang;209;
3257;Talberg;209;
3258;Sviggum;209;
3259;Spilde;209;
3260;Smeland;209;
3261;Polden;209;
3262;Owren;209;
3263;Mælen;209;
3264;Hjulstad;209;
3265;Hexeberg;209;
3266;Guldahl;209;
3267;Grinden;209;
3268;Fimland;209;
3269;Brudevoll;209;
3270;Breiland;209;
3271;Brataas;209;
3272;Askevold;209;
3273;Tewelde;208;
3274;Svihus;208;
3275;Solbu;208;
3276;Sandli;208;
3277;Ramadani;208;
3278;Lillehagen;208;
3279;Kulseth;208;
3280;Havnen;208;
3281;Fjæreide;208;
3282;Falkenberg;208;
3283;Elvik;208;
3284;Elton;208;
3285;Bjønness;208;
3286;Bjerkvik;208;
3287;Bakkelund;208;
3288;Alvær;208;
3289;Vilhelmsen;207;
3290;Stuen;207;
3291;Skomedal;207;
3292;Sjøblom;207;
3293;Sarwar;207;
3294;Røsten;207;
3295;Røneid;207;
3296;Romsdal;207;
3297;Rinden;207;
3298;Mollestad;207;
3299;Mehmood;207;
3300;Lorvik;207;
3301;Lagesen;207;
3302;Kongsrud;207;
3303;Ihlen;207;
3304;Hilmarsen;207;
3305;Gustavson;207;
3306;Busk;207;
3307;Wiker;206;
3308;Tandstad;206;
3309;Sønstebø;206;
3310;Svellingen;206;
3311;Schulz;206;
3312;Rynning;206;
3313;Remen;206;
3314;Nørstebø;206;
3315;Mogen;206;
3316;Meidell;206;
3317;Løvberg;206;
3318;Lona;206;
3319;Lausund;206;
3320;Lamo;206;
3321;Kværner;206;
3322;Korslund;206;
3323;Johnstad;206;
3324;Hult;206;
3325;Hobberstad;206;
3326;Hesselberg;206;
3327;Haidari;206;
3328;Gravdahl;206;
3329;Gjerløw;206;
3330;Daleng;206;
3331;Bruaset;206;
3332;Amlie;206;
3333;Alsos;206;
3334;Ørmen;205;
3335;Ølmheim;205;
3336;Wu;205;
3337;Vikene;205;
3338;Urstad;205;
3339;Tennfjord;205;
3340;Sønderland;205;
3341;Sumstad;205;
3342;Storsve;205;
3343;Smedstad;205;
3344;Nyhuus;205;
3345;Nore;205;
3346;Mardal;205;
3347;Kjesbu;205;
3348;Hallingstad;205;
3349;Gjøen;205;
3350;Flage;205;
3351;Dramstad;205;
3352;Buraas;205;
3353;Bjørkum;205;
3354;Tørstad;204;
3355;Surdal;204;
3356;Skjerping;204;
3357;Skjeggestad;204;
3358;Skarshaug;204;
3359;Ressem;204;
3360;Ramsøy;204;
3361;Mollan;204;
3362;Langemyr;204;
3363;Krosby;204;
3364;Klyve;204;
3365;Hemnes;204;
3366;Helgøy;204;
3367;Fosser;204;
3368;Blomvik;204;
3369;Beyer;204;
3370;Bakstad;204;
3371;Aandahl;204;
3372;Øynes;203;
3373;Tømmervik;203;
3374;Tryggestad;203;
3375;Thingstad;203;
3376;Synnevåg;203;
3377;Stavem;203;
3378;Skjerdal;203;
3379;Rønhovde;203;
3380;Rosvoll;203;
3381;Qvale;203;
3382;Mjåland;203;
3383;Lysne;203;
3384;Lundestad;203;
3385;Langen;203;
3386;Kolseth;203;
3387;Jordheim;203;
3388;Herfindal;203;
3389;Heggset;203;
3390;Hana;203;
3391;Frisvold;203;
3392;Ågotnes;202;
3393;Ugelstad;202;
3394;Sundfær;202;
3395;Storlien;202;
3396;Rolfsnes;202;
3397;Monge;202;
3398;Klavenes;202;
3399;Kjøde;202;
3400;Hermann;202;
3401;Hallberg;202;
3402;Grønberg;202;
3403;Gjernes;202;
3404;Gaard;202;
3405;Fedje;202;
3406;Ertsås;202;
3407;Dalsbø;202;
3408;Dalaker;202;
3409;Burud;202;
3410;Brænd;202;
3411;Øvland;201;
3412;Tvenge;201;
3413;Tonstad;201;
3414;Tolo;201;
3415;Sulen;201;
3416;Skjervheim;201;
3417;Rodriguez;201;
3418;Rage;201;
3419;Pleym;201;
3420;Nepstad;201;
3421;Mørck;201;
3422;Melbø;201;
3423;Malnes;201;
3424;Lilleengen;201;
3425;Lekve;201;
3426;Knotten;201;
3427;Kjeilen;201;
3428;Jevnaker;201;
3429;Hovdal;201;
3430;Hellenes;201;
3431;Grimnes;201;
3432;Engseth;201;
3433;Engelund;201;
3434;Eidsheim;201;
3435;Drevland;201;
3436;Demir;201;
3437;Aarland;201;
3438;Øvrevik;200;
3439;Wanvik;200;
3440;Utnes;200;
3441;Unneland;200;
3442;Tvedten;200;
3443;Trinh;200;
3444;Toverud;200;
3445;Søndenå;200;
3446;Storaker;200;
3447;Røsnes;200;
3448;Roberg;200;
3449;Richter;200;
3450;Okkenhaug;200;
3451;Mjønes;200;
3452;Midttveit;200;
3453;Lu;200;
3454;Kibsgaard;200;
3455;Ivanov;200;
3456;Isene;200;
3457;Hånes;200;
3458;Hovin;200;
3459;Hellan;200;
3460;Hegglund;200;
3461;Hatløy;200;
3462;Fuglem;200;
3463;Engebråten;200;
3464;Bøhmer;200;
3465;Azizi;200;
3466;Ahlsen;200;
3467;Abdulla;200;
